index,Name,Hall.of.Fame.Class,Year.Drafted,RGP,RMIN,RPTS,RFGM,RFGA,RFG.,RX3P.Made,RX3PA,RX3P.,RFTM,RFTA,RFT.,ROREB,RDREB,RREB,RAST,RSTL,RBLK,RTOV,REFF,HOF
303,Roy Tarpley,NA,1986,75,18.7,7.5,3.1,6.7,46.7,0,0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,11.6,0
304,Tim Kempton,NA,1986,66,14.2,4.4,1.5,3.1,47.1,0,0,0,1.4,2.1,69.3,1.1,1.9,2.9,0.8,0.6,0.2,0.7,5.8,0
305,Walter Berry,NA,1986,63,25.2,15.9,6.5,12.2,53.1,0,0,0,3,4.6,64.9,2.2,2.7,4.9,1.7,0.6,0.6,2.4,14,0
306,William Bedford,NA,1986,50,19.6,6.7,2.8,7.2,39.7,0,0,0,1,1.7,58.1,1.6,3.3,4.9,1.1,0.4,0.7,1.7,7.1,0
307,Armen Gilliam,NA,1987,55,32.9,14.8,6.2,13.1,47.5,0,0,0,2.4,3.5,67.9,2.4,5.5,7.9,1.3,1.1,0.5,2.2,15.4,0
308,Bart Kofoed,NA,1987,36,6.3,1.3,0.5,1.3,37.5,0.1,0.2,28.6,0.2,0.4,61.5,0.1,0.3,0.4,0.6,0.2,0,0.5,1.1,0
309,Billy Donovan,NA,1987,44,8.3,2.4,1,2.5,40.4,0,0.2,0,0.4,0.5,81,0.1,0.5,0.6,2,0.4,0,0.9,2.8,0
310,Brad Lohaus,NA,1987,70,10.3,4.2,1.7,3.5,49.6,0,0.2,23.1,0.7,0.9,80.6,0.7,1.3,2,0.7,0.3,0.6,0.8,5,0
311,Chris Dudley,NA,1987,55,9.3,3.1,1.2,2.5,47.4,0,0,0,0.7,1.3,56.3,1.3,1.3,2.6,0.4,0.2,0.3,0.6,4.3,0
312,Clinton Wheeler,NA,1987,59,8.7,2.5,1.1,2.2,47,0,0,0,0.4,0.6,73.5,0.3,0.4,0.7,1.7,0.6,0,0.9,3.4,0
313,Dallas Comegys,NA,1987,75,15,5.6,2.1,4.8,43,0,0,0,1.4,2,70.7,0.7,2.2,2.9,0.9,0.5,0.9,1.6,5.9,0
314,Dave Hoppen,NA,1987,39,16.5,5.7,2.2,4.7,45.9,0,0,0,1.4,1.6,87.1,1.5,3,4.5,0.8,0.3,0.1,0.9,7.8,0
315,Dennis Hopson,NA,1987,61,22.4,9.6,3.6,9,40.4,0.2,0.7,26.7,2.1,2.9,74,1,1.3,2.3,1.9,0.9,0.4,1.9,7.2,0
316,Derrick McKey,NA,1987,82,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4,1.3,0.8,0.8,1.3,10.2,0
317,Greg Anderson,NA,1987,82,24.2,11.7,4.6,9.2,50.1,0,0.1,20,2.4,4,60.4,2,4.3,6.3,1,0.7,1.5,1.7,13.1,0
318,Horace Grant,NA,1987,81,22.6,7.7,3.1,6.3,50.1,0,0,0,1.4,2.2,62.6,1.9,3.6,5.5,1.1,0.6,0.7,1.1,10.6,0
319,Joe Wolf,NA,1987,42,27.1,7.6,3.2,8,40.7,0.1,0.4,20,1.1,1.3,83.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,9,0
320,John Stroeder,NA,1987,41,6.6,1.9,0.7,1.9,36.7,0,0,0,0.5,0.7,66.7,0.6,1.1,1.7,0.5,0.1,0.3,0.6,2.4,0
321,Ken Norman,NA,1987,66,21.7,8.6,3.7,7.6,48.2,0,0.2,0,1.3,2.6,51.2,1.5,2.5,4,1.2,0.7,0.5,1.6,8.2,0
322,Kenny Smith,NA,1987,61,35.6,13.8,5.4,11.4,47.7,0.2,0.6,30.8,2.7,3.3,81.9,0.7,1.6,2.3,7.1,1.5,0.1,3,15.2,0
323,Kevin Johnson,NA,1987,80,24,9.2,3.4,7.5,46.1,0.1,0.3,20.8,2.2,2.6,83.9,0.5,1.9,2.4,5.5,1.3,0.3,1.8,12.3,0
324,Mark Acres,NA,1987,79,14.6,3.6,1.4,2.6,53.2,0,0,0,0.9,1.4,64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,5.9,0
325,Mark Jackson,NA,1987,82,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,20.7,0
326,Martin Nessley,NA,1987,44,7.6,1.1,0.5,1.2,38.5,0,0,0,0.2,0.4,44.4,0.5,1.3,1.9,0.4,0.2,0.3,0.5,2.3,0
327,Michael Jackson,NA,1987,58,13.1,2.7,1.1,2.9,37.4,0.1,0.4,24,0.4,0.6,71.9,0.3,0.7,1,3.1,0.3,0.1,1,4.2,0
328,Milt Wagner,NA,1987,40,9.5,3.8,1.6,3.7,42.2,0.1,0.3,20,0.7,0.7,89.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,3.5,0
329,Muggsy Bogues,NA,1987,79,20.6,5,2.1,5.4,39,0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,5.1,1.6,0,1.3,8.7,0
330,Olden Polynice,NA,1987,82,13.2,4.1,1.4,3.1,46.5,0,0,0,1.2,1.9,63.9,1.5,2.5,4,0.4,0.4,0.3,1,5.9,0
331,Ralph Lewis,NA,1987,50,6.2,1.7,0.5,1.7,31,0,0,0,0.6,1,60.4,0.3,0.7,1,0.3,0.3,0.1,0.4,1.3,0
332,Reggie Lewis,NA,1987,49,8.3,4.5,1.8,3.9,46.6,0,0.1,0,0.8,1.2,70.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,3.9,0
333,Reggie Miller,2012,1987,82,22.4,10,3.7,7.6,48.8,0.7,2.1,35.5,1.8,2.3,80.1,1.2,1.2,2.3,1.6,0.7,0.2,1.2,9.2,1
334,Reggie Williams,NA,1987,35,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,6.7,0
335,Ricky Wilson,NA,1987,24,17.5,5.2,1.8,4.6,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1,1.1,2.9,1,0.1,1,6,0
336,Scottie Pippen,2010,1987,79,20.9,7.9,3.3,7.1,46.3,0.1,0.3,17.4,1.3,2.2,57.6,1.5,2.3,3.8,2.1,1.1,0.7,1.7,9.2,1
337,Tellis Frank,NA,1987,78,20.5,8.1,3.1,7.2,42.8,0,0,0,1.9,2.7,72.5,1.2,3,4.2,1.4,0.7,0.3,1.4,8.5,0
338,Tony White,NA,1987,49,11.9,5.3,2.3,5.1,44.6,0,0.1,0,0.8,1.1,72.2,0.2,0.4,0.6,1.2,0.4,0,1,3.5,0
339,Winston Garland,NA,1987,67,31.7,12.4,5.1,11.6,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1,2.4,3.4,6.4,1.7,0.1,2.5,14.8,0
340,Andrew Lang,NA,1988,62,8.5,2.6,1,1.9,51.3,0,0,0,0.6,1,65,0.9,1.5,2.4,0.1,0.3,0.8,0.5,4.4,0
341,Anthony Frederick,NA,1988,46,6.8,3.3,1.4,2.7,50.4,0,0.1,40,0.5,0.7,70.6,0.6,0.6,1.1,0.4,0.3,0.1,0.7,3,0
342,Avery Johnson,NA,1988,43,6.8,1.6,0.7,1.9,34.9,0,0.2,11.1,0.2,0.4,56.3,0.3,0.3,0.6,1.7,0.5,0.1,0.4,2.6,0
343,Bill Jones,NA,1988,37,8.3,3.5,1.4,2.8,49,0,0,0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.5,0.2,0.5,3.6,0
344,Brian Shaw,NA,1988,82,28.1,8.6,3.6,8.4,43.3,0,0.2,0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,12.9,0
345,Charles Shackleford,NA,1988,60,8.1,3.1,1.4,2.8,49.4,0,0,0,0.4,0.7,50,0.8,1.7,2.6,0.4,0.3,0.3,0.5,4.4,0
346,Chris Morris,NA,1988,76,27.6,14.1,5.4,11.9,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.6,1.3,0.8,2.5,13.1,0
347,Craig Neal,NA,1988,53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1,2.8,0
348,Dan Majerle,NA,1988,54,25.1,8.6,3.4,8,41.9,0.5,1.5,32.9,1.4,2.4,61.4,1.1,2.7,3.9,2.4,1.2,0.3,0.9,9.9,0
349,David Rivers,NA,1988,47,9.4,2.9,1,2.6,40.2,0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,3.7,0
350,Derrick Chievous,NA,1988,81,19,9.3,3.4,7.8,43.7,0.1,0.3,20.8,2.4,3,78.3,1.4,1.8,3.2,1,0.6,0.1,1.7,7.4,0
351,Duane Ferrell,NA,1988,41,5.6,2.4,0.9,2,42.2,0,0,0,0.7,1.1,68.2,0.5,0.5,1,0.2,0.2,0.1,0.3,2.2,0
352,Eric Leckner,NA,1988,75,10.4,4.3,1.6,2.9,54.5,0,0,0,1.1,1.5,69.9,0.6,2,2.7,0.2,0.1,0.3,0.9,4.8,0
353,Everette Stephens,NA,1988,35,6,1.9,0.7,2.1,31.9,0.1,0.3,20,0.5,0.6,77.3,0.3,0.3,0.7,1.1,0.3,0.1,0.8,1.6,0
354,Gary Grant,NA,1988,71,27.1,11.9,5.1,11.7,43.5,0.1,0.3,22.7,1.7,2.3,73.5,1.1,2.2,3.4,7.1,2,0.1,3.6,13.7,0
355,Grant Long,NA,1988,82,29.7,11.9,4.1,8.4,48.6,0,0.1,0,3.7,5,74.9,2.9,3.7,6.7,1.8,1.5,0.6,2.5,14.4,0
356,Harvey Grant,NA,1988,71,16.8,5.6,2.5,5.5,46.4,0,0,0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,6.2,0
357,Hersey Hawkins,NA,1988,79,32.6,15.1,5.6,12.3,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,3,1.5,0.5,2,13.7,0
358,Jack Haley,NA,1988,51,5.7,2.2,0.7,1.5,47.4,0,0,0,0.7,0.9,78.3,0.4,1,1.4,0.2,0.2,0,0.5,2.5,0
359,Jerome Lane,NA,1988,54,10.2,4.8,2,4.7,42.6,0,0.1,0,0.8,2.1,38.4,1.6,2.1,3.7,1.1,0.4,0.1,0.9,5.2,0
360,Jim Les,NA,1988,82,9.5,1.7,0.5,1.6,30.1,0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,3.4,0
361,John Shasky,NA,1988,65,14.5,5.5,1.9,3.8,48.8,0,0,0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,6.4,0
362,John Starks,NA,1988,36,8.8,4.1,1.4,3.5,40.8,0.3,0.7,38.5,0.9,1.4,65.4,0.4,0.7,1.1,0.8,0.6,0.1,1.1,3,0
363,Jose Ortiz,NA,1988,51,6.4,2.8,1.1,2.5,44,0,0,0,0.6,1,59.6,0.6,0.5,1.1,0.2,0.2,0.1,0.7,1.9,0
364,Kelvin Upshaw,NA,1988,32,19.3,6.8,3.1,6.6,46.7,0.1,0.5,20,0.6,0.8,69.2,0.3,1.2,1.5,3.7,0.8,0.1,1.7,7.4,0
365,Kevin Edwards,NA,1988,79,29.7,13.8,5.9,14,42.5,0.1,0.5,27,1.8,2.4,74.6,1.1,2.2,3.3,4.4,1.8,0.3,3.1,11.9,0
366,Ledell Eackles,NA,1988,80,18.2,11.5,4,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1,2.3,1.5,0.5,0.1,1.6,8.1,0
367,Mark Bryant,NA,1988,56,14.3,5,2.1,4.4,48.6,0,0,0,0.7,1.2,58,1.2,2,3.2,0.6,0.4,0.1,0.7,5.8,0
368,Michael Anderson,NA,1988,36,20.3,5.7,2,4.9,41.7,0,0.2,14.3,1.6,2.3,69.5,1.2,1.3,2.5,4.3,1.2,0.1,2.3,7.8,0
369,Micheal Williams,NA,1988,49,7.3,2.6,1,2.6,36.4,0,0.2,22.2,0.6,1,66,0.2,0.4,0.6,1.4,0.3,0.1,0.9,2,0
370,Mitch Richmond,2014,1988,79,34.4,22,8.2,17.5,46.8,0.4,1.1,36.7,5.2,6.4,81,2,3.9,5.9,4.2,1,0.2,3.4,19.4,1
371,Morlon Wiley,NA,1988,51,8,2.2,0.9,2.2,40.4,0.1,0.5,25,0.3,0.3,81.3,0.3,0.7,0.9,1.5,0.5,0.1,0.7,3.1,0
372,Randolph Keys,NA,1988,42,7.9,4,1.8,4.1,43,0,0.2,10,0.5,0.7,69,0.5,0.8,1.3,0.5,0.3,0.1,0.5,3.2,0
373,Rex Chapman,NA,1988,75,29.6,16.9,7,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1,1.5,2.5,2.3,0.9,0.3,1.5,11,0
374,Ricky Berry,NA,1988,64,22,11,4,8.9,45,1,2.5,40.6,2,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,9.6,0
375,Rik Smits,NA,1988,82,24.9,11.7,4.7,9.1,51.7,0,0,0,2.2,3.1,72.2,2.3,3.8,6.1,0.9,0.5,1.8,1.6,14.1,0
376,Rod Strickland,NA,1988,81,16.8,8.9,3.3,7,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2,3.9,1.2,0,1.8,9.8,0
377,Ronnie Grandison,NA,1988,72,7.3,2.5,0.8,2,41.5,0,0.1,0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0,0.5,2.7,0
378,Rony Seikaly,NA,1988,78,25.2,10.9,4.3,9.5,44.8,0,0.1,25,2.3,4.5,51.1,2.6,4.4,7,0.7,0.6,1.2,2.6,10.4,0
379,Scott Brooks,NA,1988,82,16.7,5.2,1.9,4.5,42,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0,0.8,7.5,0
380,Shelton Jones,NA,1988,51,13.4,4.8,1.8,4.1,44.5,0,0,0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,4.9,0
381,Sylvester Gray,NA,1988,55,22.2,8,3,7.2,42,0,0.1,25,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,9.5,0
382,Tim Perry,NA,1988,62,9.9,4.1,1.7,3.2,53.7,0,0.1,25,0.6,1,61.5,1,1.1,2.1,0.3,0.3,0.5,0.6,4.9,0
383,Todd Mitchell,NA,1988,24,14.7,5.1,1.8,4,44.3,0,0,0,1.5,2.7,57.8,0.8,1.3,2.1,0.9,0.7,0.1,1.4,4.1,0
384,Tom Garrick,NA,1988,71,21.1,6.4,2.5,5.1,49,0,0.2,0,1.4,1.8,80.3,0.5,1.7,2.2,3.4,1.1,0.1,1.6,8.7,0
385,Vernon Maxwell,NA,1988,79,26.1,11.7,4.5,10.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,3.8,1.1,0.1,2.3,10.3,0
386,Vinny Del Negro,NA,1988,80,19.5,7.1,3,6.3,47.5,0.1,0.3,30,1.1,1.3,85,0.6,1.5,2.1,2.6,0.8,0.2,1,8.4,0
387,Willie Anderson,NA,1988,81,33.8,18.6,7.9,15.9,49.8,0,0.3,19,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,19,0
388,Adrian Caldwell,NA,1989,51,6.5,1.9,0.8,1.5,55.3,0,0,0,0.3,0.5,46.4,0.7,1.4,2.1,0.1,0.2,0.3,0.6,3.2,0
389,Alexander Volkov,NA,1989,72,13,5,1.9,3.9,48.2,0.2,0.5,38.2,1,1.7,58.3,0.7,0.9,1.7,1.2,0.5,0.3,0.7,5.1,0
390,B.J. Armstrong,NA,1989,81,15.9,5.6,2.3,4.8,48.5,0,0.1,50,0.9,1,88.5,0.2,1,1.3,2.5,0.6,0.1,1,6.3,0
391,Blue Edwards,NA,1989,82,23,8.9,3.5,6.9,50.7,0.1,0.4,30,1.8,2.5,71.9,0.8,2.2,3.1,1.8,0.9,0.4,1.9,9.1,0
392,Byron Irvin,NA,1989,50,9.8,5.2,1.9,4.1,47.3,0.1,0.3,35.7,1.2,1.8,67,0.6,0.9,1.5,0.9,0.6,0,0.8,4.6,0
393,Chucky Brown,NA,1989,75,17.9,7.3,2.8,6,47,0,0.1,0,1.7,2.2,76.2,1.1,2,3.1,0.7,0.4,0.3,0.9,7.2,0
394,Clifford Robinson,NA,1989,82,19.1,9.1,3.6,9.2,39.7,0.1,0.5,27.3,1.7,3.1,55,1.3,2.4,3.8,0.9,0.7,0.7,1.6,6.5,0
395,Dana Barros,NA,1989,81,20.1,9.7,3.7,9.1,40.5,1.2,2.9,39.9,1.1,1.4,80.9,0.4,1.2,1.6,2.5,0.7,0,1.5,7.3,0
396,David Robinson,2009,1989,82,36.6,24.3,8.4,15.9,53.1,0,0,0,7.5,10.2,73.2,3.7,8.3,12,2,1.7,3.9,3.1,30.6,1
397,Delaney Rudd,NA,1989,77,11,3.5,1.4,3.4,42.9,0.2,0.7,28.6,0.5,0.7,66,0.2,0.6,0.7,2.3,0.3,0,1.1,3.6,0
398,Donald Royal,NA,1989,66,11.3,5.9,1.8,3.9,45.9,0,0,0,2.3,3,77.7,1,1,2.1,0.7,0.5,0.1,1.2,5.2,0
399,Doug Roth,NA,1989,42,9.8,1.9,0.9,2,43,0,0,0,0.2,0.3,50,1,1.8,2.9,0.5,0.2,0.3,0.4,4,0
400,Doug West,NA,1989,52,7.3,2.6,1,2.6,39.3,0.1,0.2,27.3,0.5,0.6,81.3,0.5,0.9,1.3,0.3,0.2,0.1,0.6,2.3,0
401,Drazen Petrovic,NA,1989,77,12.6,7.6,2.7,5.5,48.5,0.4,1,45.9,1.8,2.1,84.4,0.6,0.8,1.4,1.5,0.3,0,1.3,6.4,0
402,Ed Horton,NA,1989,45,8.3,4.5,1.8,3.6,49.4,0,0.1,0,0.9,1.5,60.9,1.3,1.1,2.4,0.4,0.2,0.1,0.9,4.3,0
403,Eric Johnson,NA,1989,48,5.7,1.1,0.4,1.8,23.8,0,0.1,16.7,0.3,0.4,76.5,0.2,0.4,0.6,1.3,0.3,0,0.5,1.5,0
404,Frank Kornet,NA,1989,57,7.7,2,0.7,2,36.8,0.1,0.4,25,0.4,0.7,61.5,0.4,0.8,1.2,0.4,0.3,0.1,0.4,2,0
405,George McCloud,NA,1989,44,9.4,2.7,1,3.3,31.3,0.3,0.9,32.5,0.3,0.4,78.9,0.3,0.7,1,1,0.4,0.1,0.8,2,0
406,Glen Rice,NA,1989,77,30,13.6,6.1,13.9,43.9,0.2,0.9,24.6,1.2,1.6,73.4,1.3,3.3,4.6,1.8,0.9,0.3,1.5,11.5,0
407,Greg Grant,NA,1989,67,10.1,3.1,1.2,3.2,38.4,0,0.2,18.8,0.6,0.9,66.1,0.2,0.6,0.9,2.5,0.5,0,1.1,3.6,0
408,Henry Turner,NA,1989,36,8.8,4.3,1.6,3.4,47.5,0,0.1,0,1.1,1.8,61.5,0.6,0.8,1.4,0.6,0.5,0.2,0.7,3.8,0
409,J.R. Reid,NA,1989,82,33.6,11.1,4.4,9.9,44,0,0.1,0,2.3,3.5,66.4,2.4,6,8.4,1.2,1.1,0.7,2.1,13.7,0
410,Jeff Martin,NA,1989,69,19.6,6.3,2.5,6,41.1,0,0.2,13.3,1.3,1.9,70.5,1.1,1.2,2.3,0.6,0.6,0.2,0.7,5.3,0
411,John Morton,NA,1989,37,10.9,3.9,1.3,4.4,29.8,0.2,0.8,23.3,1.2,1.7,69.4,0.2,0.7,0.9,1.8,0.5,0.1,1.4,2.3,0
412,Kenny Battle,NA,1989,59,12.4,4.1,1.6,2.9,54.7,0,0.1,25,0.9,1.4,67.1,0.7,1.4,2.1,0.6,0.6,0.2,0.5,5.3,0
413,Kenny Payne,NA,1989,35,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,2.3,0
414,Michael Ansley,NA,1989,72,17,8.7,3.2,6.5,49.7,0,0,0,2.3,3.2,72.2,2.6,2.4,5,0.6,0.3,0.2,0.7,10,0
415,Mike Morrison,NA,1989,36,4.3,2,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80,0.2,0.4,0.6,0.3,0.1,0,0.6,0.9,0
416,Mike Williams,NA,1989,21,4.9,0.7,0.3,0.9,33.3,0,0,0,0.1,0.3,50,0.2,0.9,1.1,0.1,0.1,0.3,0.1,1.5,0
417,Mookie Blaylock,NA,1989,50,25.3,10.1,4.2,11.4,37.1,0.4,1.6,22.5,1.3,1.6,77.8,0.8,2,2.8,4.2,1.6,0.3,2.2,9.3,0
418,Nate Johnston,NA,1989,21,4.1,2.2,0.9,2.3,37.5,0,0.2,25,0.4,0.6,69.2,0.6,0.5,1.1,0,0.1,0.4,0.3,2,0
419,Nick Anderson,NA,1989,81,22,11.5,4.6,9.3,49.4,0,0.2,5.9,2.3,3.3,70.5,1.3,2.6,3.9,1.5,0.8,0.4,1.7,10.8,0
420,Pooh Richardson,NA,1989,82,31.5,11.4,5.2,11.3,46.1,0.3,1,27.7,0.8,1.3,58.9,0.7,2,2.6,6.8,1.6,0.3,1.7,14.4,0
421,Randy White,NA,1989,55,12.9,4.3,1.7,4.6,36.9,0,0.3,7.1,0.9,1.6,56.2,1.4,1.7,3.1,0.4,0.4,0.1,0.8,3.9,0
422,Sam Mitchell,NA,1989,80,30.2,12.7,4.7,10.4,44.6,0,0.1,0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,13.1,0
423,Sarunas Marciulionis,NA,1989,75,22.6,12.1,3.9,7.4,51.9,0.1,0.5,25.6,4.2,5.4,78.7,1.1,1.8,2.9,1.6,1.3,0.1,1.8,11.4,0
424,Scott Haffner,NA,1989,43,13,4.6,2,5,40.6,0.1,0.5,14.3,0.4,0.6,68,0.2,1,1.2,1.9,0.3,0.1,0.8,4,0
425,Sean Elliott,NA,1989,81,25.1,10,3.8,8,48.1,0,0.1,11.1,2.3,2.7,86.6,1.6,2.1,3.7,1.9,0.6,0.2,1.4,10.4,0
426,Shawn Kemp,NA,1989,81,13.8,6.5,2.5,5.2,47.9,0,0.1,16.7,1.4,2,73.6,1.8,2.5,4.3,0.3,0.6,0.9,1.3,8,0
427,Sherman Douglas,NA,1989,81,30.5,14.3,5.7,11.6,49.4,0.1,0.4,16.1,2.8,4,68.7,0.9,1.7,2.5,7.6,1.8,0.1,3,16.2,0
428,Stacey King,NA,1989,82,21.7,8.9,3.3,6.5,50.4,0,0,0,2.4,3.3,72.7,2.1,2.6,4.7,1.1,0.5,0.7,1.4,10.2,0
429,Terry Davis,NA,1989,63,14,4.7,1.9,4.2,46.6,0,0,0,0.9,1.4,62.1,1.5,2.2,3.6,0.4,0.4,0.4,1.1,5.8,0
430,Tim Hardaway,NA,1989,79,33.7,14.7,5.9,12.5,47.1,0.3,1.1,27.4,2.7,3.5,76.4,0.7,3.2,3.9,8.7,2.1,0.1,3.3,18.9,0
431,Todd Lichti,NA,1989,79,16.8,8,3.2,6.5,48.6,0,0.2,0,1.6,2.2,74.7,0.6,1.3,1.9,1.5,0.7,0.2,1.2,7.1,0
432,Tom Hammonds,NA,1989,61,13.2,5.3,2.1,4.8,43.7,0,0,0,1,1.6,64.3,1,1.8,2.8,0.8,0.2,0.2,0.8,5.2,0
433,Vlade Divac,NA,1989,82,19.6,8.5,3.3,6.7,49.9,0,0.1,0,1.9,2.6,70.8,2,4.2,6.2,0.9,1,1.4,1.3,12.6,0
434,Winston Bennett,NA,1989,55,18,6.1,2.5,5.2,47.9,0,0,0,1.2,1.7,66.7,1.5,1.9,3.4,1,0.4,0.2,1.1,6.7,0
435,A.J. English,NA,1990,70,20.6,8.8,3.6,8.2,43.9,0,0.4,9.7,1.6,2.2,70.7,0.9,1.2,2.1,2.5,0.4,0.2,1.6,7.1,0
436,Alaa Abdelnaby,NA,1990,43,6.7,3.1,1.3,2.7,47.4,0,0,0,0.6,1,56.8,0.6,1.4,2.1,0.3,0.1,0.3,0.5,3.5,0
437,Alec Kessler,NA,1990,78,16.1,6.2,2.6,6,42.5,0,0.1,0,1.1,1.7,67.2,1.5,2.8,4.3,0.4,0.2,0.3,1.4,6.1,0
438,Andy Toolson,NA,1990,47,10,2.9,1.1,2.6,40.3,0.3,0.7,37.5,0.5,0.7,75.8,0.7,0.7,1.4,0.7,0.3,0,0.5,3.1,0
439,Anthony Cook,NA,1990,58,19.3,5.3,2,4.9,41.7,0,0.1,0,1.2,2.2,55,2.3,3.3,5.6,0.4,0.6,1.2,0.9,8.5,0
440,Bimbo Coles,NA,1990,82,16.5,4.9,2,4.8,41.2,0.1,0.4,17.6,0.9,1.2,74.7,0.7,1.2,1.9,2.8,0.8,0.1,1.2,6.2,0
441,Bo Kimble,NA,1990,62,16.2,6.9,2.6,6.7,38,0.3,1,29.2,1.5,1.9,77.3,0.7,1.2,1.9,1.2,0.5,0.1,1.2,4.8,0
442,Brian Oliver,NA,1990,73,11,3.8,1.5,3.7,40.8,0.1,0.2,27.8,0.7,1,73.2,0.2,0.8,1.1,1.2,0.5,0.1,0.7,3.5,0
443,Cedric Ceballos,NA,1990,63,11.6,8.2,3.2,6.7,48.7,0,0.1,16.7,1.7,2.6,66.3,1.2,1.2,2.4,0.6,0.3,0.1,1.1,6.2,0
444,Danny Ferry,NA,1990,81,20.5,8.6,3.4,7.9,42.8,0.3,1,29.9,1.5,1.9,81.6,1.2,2.3,3.5,1.8,0.5,0.3,1.5,8.4,0
445,Dennis Scott,NA,1990,82,28.5,15.7,6.1,14.4,42.5,1.5,4.1,37.4,1.9,2.5,75,0.8,2.1,2.9,1.6,0.8,0.3,1.6,10.8,0
446,Derrick Coleman,NA,1990,74,35.2,18.4,6.9,14.9,46.7,0.2,0.5,34.2,4.4,6,73.1,3.6,6.6,10.3,2.2,1,1.3,2.9,20.7,0
447,Duane Causwell,NA,1990,76,22.6,6.9,2.8,5.4,50.8,0,0,0,1.4,2.2,63.6,1.9,3.3,5.1,0.9,0.6,1.9,1.3,10.8,0
448,Dwayne Schintzius,NA,1990,42,9.5,3.8,1.6,3.7,43.9,0,0,0,0.5,1,55,0.7,2.2,2.9,0.4,0.1,0.7,0.8,4.5,0
449,Elden Campbell,NA,1990,52,7.3,2.8,1.1,2.4,45.5,0,0,0,0.6,0.9,65.3,0.8,1.1,1.8,0.2,0.2,0.7,0.3,3.8,0
450,Felton Spencer,NA,1990,81,25.9,7.1,2.4,4.7,51.2,0,0,0,2.2,3.1,72.2,3.4,4.6,7.9,0.3,0.6,1.5,0.9,13.3,0
451,Gary Payton,2013,1990,82,27.4,7.2,3.2,7,45,0,0.2,7.7,0.8,1.2,71.1,1.3,1.6,3,6.4,2,0.2,2.2,12.4,1
452,Gerald Glass,NA,1990,51,11.9,6.9,2.9,6.7,43.8,0,0.3,11.8,1,1.5,68.4,1.1,0.9,2,0.8,0.6,0.2,0.8,5.4,0
453,Gerald Paddio,NA,1990,70,16.9,7.2,3,7.2,41.9,0.1,0.3,25,1.1,1.3,79.6,0.5,1.1,1.7,1.3,0.3,0.1,1,5.1,0
454,Greg Foster,NA,1990,54,11.2,4.4,1.8,3.9,46,0,0.1,0,0.8,1.1,68.9,1,1.8,2.8,0.7,0.2,0.4,0.8,5.2,0
455,Henry James,NA,1990,37,13.6,8.1,3,6.9,44.1,0.6,1.6,40,1.4,1.9,72.2,0.7,1.4,2.1,0.9,0.4,0.1,1,6.3,0
